exchange_token,trading_symbol,company_name,close_price,expiry,strike,tick_size,lot_size,instrument_name,option_type,segment,exchange,fin_instrm_pdct_tp_cd,asset_code
1173398,GRANULES25FEBFUT,GRANULES,517.95,13-Feb-2025,-0.0100,0.0500,1000,SF,XX,SF,BFO,GRANFUT,GRAN
848246,SONACOMS25APR520CE,SONACOMS,22.4,09-Apr-2025,520.0000,0.0500,775,SO,CE,SO,BFO,SONAOPT,SONA
847701,KEI25APR4700CE,KEI,62.2,09-Apr-2025,4700.0000,0.0500,150,SO,CE,SO,BFO,KEILOPT,KEIL
832557,TCS25MAR4300PE,TCS,267.65,13-Mar-2025,4300.0000,0.0500,175,SO,PE,SO,BFO,TCSLOPT,TCSL
848590,TATASTEEL25APR123CE,TATASTEEL,10.5,09-Apr-2025,123.0000,0.0500,5500,SO,CE,SO,BFO,TISCOPT,TISC
851533,SRF25MAR2640CE,SRF,96.15,13-Mar-2025,2640.0000,0.0500,375,SO,CE,SO,BFO,SRFLOPT,SRFL
839804,CUMMINSIND25MAR2950PE,CUMMINSIND,243.55,13-Mar-2025,2950.0000,0.0500,150,SO,PE,SO,BFO,CUMLOPT,CUML
858430,MCX25APR6800PE,MCX,1258.5,09-Apr-2025,6800.0000,0.0500,100,SO,PE,SO,BFO,MCXLOPT,MCXL
854522,ADANIPORTS25MAR980CE,ADANIPORTS,128.75,13-Mar-2025,980.0000,0.0500,400,SO,CE,SO,BFO,MPSLOPT,MPSL
851297,BOSCHLTD25APR33500CE,BOSCHLTD,294.35,09-Apr-2025,33500.0000,0.0500,25,SO,CE,SO,BFO,BOSHOPT,BOSH
837764,VBL25FEB570PE,VBL,34.25,13-Feb-2025,570.0000,0.0500,875,SO,PE,SO,BFO,VABLOPT,VABL
851720,SAIL25APR105PE,SAIL,8.2,09-Apr-2025,105.0000,0.0500,4000,SO,PE,SO,BFO,SAILOPT,SAIL
1168470,DIVISLAB25FEB5550CE,DIVISLAB,67.6,13-Feb-2025,5550.0000,0.0500,100,SO,CE,SO,BFO,DIVIOPT,DIVI
833853,CANBK25MAR108PE,CANBK,15.85,13-Mar-2025,108.0000,0.0500,6750,SO,PE,SO,BFO,CANBOPT,CANB
821594,SENSEX25FEB82000CE,SENSEX,322.7,25-Feb-2025,82000.0000,0.0500,20,IO,CE,IO,BFO,BSXOPT,BSX
1168631,JUBLFOOD25FEB570PE,JUBLFOOD,0.1,13-Feb-2025,570.0000,0.0500,1250,SO,PE,SO,BFO,JBFWOPT,JBFW
852484,AUROPHARMA25APR1380PE,AUROPHARMA,228.7,09-Apr-2025,1380.0000,0.0500,550,SO,PE,SO,BFO,AUPLOPT,AUPL
838247,DELHIVERY25MAR330PE,DELHIVERY,23.95,13-Mar-2025,330.0000,0.0500,1525,SO,PE,SO,BFO,DELLOPT,DELL
839111,HINDCOPPER25MAR240CE,HINDCOPPER,10.9,13-Mar-2025,240.0000,0.0500,2650,SO,CE,SO,BFO,HINDOPT,HIND
827521,GAIL25MAR222.5PE,GAIL,54.65,13-Mar-2025,222.5000,0.0500,2350,SO,PE,SO,BFO,GAILOPT,GAIL
854098,ABCAPITAL25MAR150PE,ABCAPITAL,1.3,13-Mar-2025,150.0000,0.0500,2700,SO,PE,SO,BFO,ABCLOPT,ABCL
822641,POLYCAB25FEB7400CE,POLYCAB,0.05,13-Feb-2025,7400.0000,0.0500,125,SO,CE,SO,BFO,POLYOPT,POLY
826065,MRF25MAR135500PE,MRF,21542.2,13-Mar-2025,135500.0000,0.0500,5,SO,PE,SO,BFO,MRFLOPT,MRFL
835378,BALKRISIND25MAR2650PE,BALKRISIND,76.9,13-Mar-2025,2650.0000,0.0500,300,SO,PE,SO,BFO,BLKIOPT,BLKI
837564,BERGEPAINT25FEB420CE,BERGEPAINT,54.05,13-Feb-2025,420.0000,0.0500,1320,SO,CE,SO,BFO,BRGPOPT,BRGP
824196,PVRINOX25FEB1680CE,PVRINOX,0.05,13-Feb-2025,1680.0000,0.0500,407,SO,CE,SO,BFO,PVRLOPT,PVRL
852607,KOTAKBANK25APR1920CE,KOTAKBANK,76.75,09-Apr-2025,1920.0000,0.0500,400,SO,CE,SO,BFO,KOTBOPT,KOTB
841622,GUJGASLTD25FEB495CE,GUJGASLTD,3.05,13-Feb-2025,495.0000,0.0500,1250,SO,CE,SO,BFO,GUGLOPT,GUGL
834338,CUMMINSIND25MAR3600PE,CUMMINSIND,832.5,13-Mar-2025,3600.0000,0.0500,150,SO,PE,SO,BFO,CUMLOPT,CUML
857642,HAVELLS25FEB1380PE,HAVELLS,1.95,13-Feb-2025,1380.0000,0.0500,500,SO,PE,SO,BFO,HAILOPT,HAIL
851109,HEROMOTOCO25APR4450PE,HEROMOTOCO,420.2,09-Apr-2025,4450.0000,0.0500,150,SO,PE,SO,BFO,HEROOPT,HERO
859444,CROMPTON25APR310CE,CROMPTON,41.35,09-Apr-2025,310.0000,0.0500,1800,SO,CE,SO,BFO,CGCLOPT,CGCL
828134,METROPOLIS25MAR2220CE,METROPOLIS,0.5,13-Mar-2025,2220.0000,0.0500,400,SO,CE,SO,BFO,METROPT,METR
845351,BOSCHLTD25MAR30000PE,BOSCHLTD,979.85,13-Mar-2025,30000.0000,0.0500,25,SO,PE,SO,BFO,BOSHOPT,BOSH
1169199,LAURUSLABS25FEB560CE,LAURUSLABS,2,13-Feb-2025,560.0000,0.0500,1700,SO,CE,SO,BFO,LABSOPT,LABS
1173480,BRITANNIA25FEB4700PE,BRITANNIA,3.35,13-Feb-2025,4700.0000,0.0500,100,SO,PE,SO,BFO,BRITOPT,BRIT
1170029,BHEL25FEB205PE,BHEL,18.65,13-Feb-2025,205.0000,0.0500,2625,SO,PE,SO,BFO,BHELOPT,BHEL
825811,MRF25FEB135000PE,MRF,21717.5,13-Feb-2025,135000.0000,0.0500,5,SO,PE,SO,BFO,MRFLOPT,MRFL
852611,TECHM25APR1520PE,TECHM,21.5,09-Apr-2025,1520.0000,0.0500,600,SO,PE,SO,BFO,TECMOPT,TECM
827110,TRENT25MAR7200CE,TRENT,3.75,13-Mar-2025,7200.0000,0.0500,100,SO,CE,SO,BFO,TRNTOPT,TRNT
820907,CROMPTON25FEB420CE,CROMPTON,0.05,13-Feb-2025,420.0000,0.0500,1800,SO,CE,SO,BFO,CGCLOPT,CGCL
835332,ABFRL25MAR315CE,ABFRL,1.6,13-Mar-2025,315.0000,0.0500,2600,SO,CE,SO,BFO,ABFROPT,ABFR
859083,SENSEX2531179400CE,SENSEX,1234.3,11-Mar-2025,79400.0000,0.0500,20,IO,CE,IO,BFO,BSXOPT,BSX
852871,DIVISLAB25APR5900PE,DIVISLAB,515.05,09-Apr-2025,5900.0000,0.0500,100,SO,PE,SO,BFO,DIVIOPT,DIVI
846499,GLENMARK25APR1740CE,GLENMARK,5.85,09-Apr-2025,1740.0000,0.0500,325,SO,CE,SO,BFO,GLPLOPT,GLPL
1173754,CANFINHOME25FEB850PE,CANFINHOME,184.55,13-Feb-2025,850.0000,0.0500,975,SO,PE,SO,BFO,CFHLOPT,CFHL
830494,PFC25MAR470CE,PFC,4.05,13-Mar-2025,470.0000,0.0500,1300,SO,CE,SO,BFO,PFCLOPT,PFCL
859935,WIPRO25APR331.5CE,WIPRO,7.4,09-Apr-2025,331.5000,0.0500,3000,SO,CE,SO,BFO,WIPROPT,WIPR
842434,ATGL25MAR830CE,ATGL,3.7,13-Mar-2025,830.0000,0.0500,775,SO,CE,SO,BFO,ATGLOPT,ATGL
1174364,NAVINFLUOR25FEB3000CE,NAVINFLUOR,571.55,13-Feb-2025,3000.0000,0.0500,175,SO,CE,SO,BFO,NFILOPT,NFIL
834562,PFC25MAR540CE,PFC,0.55,13-Mar-2025,540.0000,0.0500,1300,SO,CE,SO,BFO,PFCLOPT,PFCL
854400,TECHM25APR1800PE,TECHM,159.25,09-Apr-2025,1800.0000,0.0500,600,SO,PE,SO,BFO,TECMOPT,TECM
827278,TATAELXSI25MAR7400CE,TATAELXSI,16.3,13-Mar-2025,7400.0000,0.0500,100,SO,CE,SO,BFO,TELXOPT,TELX
834746,MFSL25MAR1160CE,MFSL,9.8,13-Mar-2025,1160.0000,0.0500,800,SO,CE,SO,BFO,MXFSOPT,MXFS
851448,ESCORTS25APR3550CE,ESCORTS,169.5,09-Apr-2025,3550.0000,0.0500,150,SO,CE,SO,BFO,ESCTOPT,ESCT
840215,MARUTI25MAR10000CE,MARUTI,2206.05,13-Mar-2025,10000.0000,0.0500,50,SO,CE,SO,BFO,MARUOPT,MARU
853902,TATASTEEL25APR121CE,TATASTEEL,11.85,09-Apr-2025,121.0000,0.0500,5500,SO,CE,SO,BFO,TISCOPT,TISC
838987,SENSEX2520476100CE,SENSEX,943,04-Feb-2025,76100.0000,0.0500,20,IO,CE,IO,BFO,BSXOPT,BSX
1169530,APOLLOHOSP25FEB7200PE,APOLLOHOSP,482.7,13-Feb-2025,7200.0000,0.0500,125,SO,PE,SO,BFO,AHELOPT,AHEL
830445,CAMS25MARFUT,CAMS,3750.8,13-Mar-2025,-0.0100,0.0500,125,SF,XX,SF,BFO,CAMSFUT,CAMS
847458,BEL25APR275CE,BEL,11,09-Apr-2025,275.0000,0.0500,2850,SO,CE,SO,BFO,BELLOPT,BELL
823288,BANKEX25FEB62800PE,BANKEX,6986.05,25-Feb-2025,62800.0000,0.0500,30,IO,PE,IO,BFO,BKXOPT,BKX
861124,SENSEX2531875700PE,SENSEX,2099.1,18-Mar-2025,75700.0000,0.0500,20,IO,PE,IO,BFO,BSXOPT,BSX
859719,TATACONSUM25FEB1050PE,TATACONSUM,86.75,13-Feb-2025,1050.0000,0.0500,456,SO,PE,SO,BFO,TGBLOPT,TGBL
842653,JSL25FEB630PE,JSL,27.25,13-Feb-2025,630.0000,0.0500,775,SO,PE,SO,BFO,JSTLOPT,JSTL
824471,SENSEX5025FEB26550PE,SENSEX50,2406.3,25-Feb-2025,26550.0000,0.0500,60,IO,PE,IO,BFO,SX50OPT,SX50
1174378,INDUSINDBK25FEB1000PE,INDUSINDBK,68.9,13-Feb-2025,1000.0000,0.0500,500,SO,PE,SO,BFO,IIBKOPT,IIBK
855499,SENSEX2520471300PE,SENSEX,19.65,04-Feb-2025,71300.0000,0.0500,20,IO,PE,IO,BFO,BSXOPT,BSX
837106,UBL25MAR2160CE,UBL,28.8,13-Mar-2025,2160.0000,0.0500,400,SO,CE,SO,BFO,UBRLOPT,UBRL
846579,BRITANNIA25APR4650CE,BRITANNIA,504.2,09-Apr-2025,4650.0000,0.0500,100,SO,CE,SO,BFO,BRITOPT,BRIT
846058,PFC25MAR360CE,PFC,41.2,13-Mar-2025,360.0000,0.0500,1300,SO,CE,SO,BFO,PFCLOPT,PFCL
850927,TIINDIA25APRFUT,TIINDIA,3179.8,09-Apr-2025,-0.0100,0.0500,150,SF,XX,SF,BFO,TUBEFUT,TUBE
846938,BAJAJFINSV25APR1640PE,BAJAJFINSV,21.75,09-Apr-2025,1640.0000,0.0500,500,SO,PE,SO,BFO,BAJFOPT,BAJF
826792,JIOFIN25FEBFUT,JIOFIN,234.1,13-Feb-2025,-0.0100,0.0500,1650,SF,XX,SF,BFO,JFSLFUT,JFSL
842234,BANKEX25MAR61400CE,BANKEX,328.5,25-Mar-2025,61400.0000,0.0500,30,IO,CE,IO,BFO,BKXOPT,BKX
833917,NCC25FEBFUT,NCC,225.75,13-Feb-2025,-0.0100,0.0500,1775,SF,XX,SF,BFO,NCCLFUT,NCCL
832438,SUPREMEIND25MAR5200CE,SUPREMEIND,0.75,13-Mar-2025,5200.0000,0.0500,125,SO,CE,SO,BFO,SUPLOPT,SUPL
843166,COLPAL25FEB2540CE,COLPAL,156,13-Feb-2025,2540.0000,0.0500,175,SO,CE,SO,BFO,COLGOPT,COLG
840705,KALYANKJIL25FEB640PE,KALYANKJIL,200.05,13-Feb-2025,640.0000,0.0500,775,SO,PE,SO,BFO,KALYOPT,KALY
858505,MAXHEALTH25MAR880PE,MAXHEALTH,6.5,13-Mar-2025,880.0000,0.0500,525,SO,PE,SO,BFO,MAXLOPT,MAXL
826724,NCC25MAR335PE,NCC,107.3,13-Mar-2025,335.0000,0.0500,1775,SO,PE,SO,BFO,NCCLOPT,NCCL
849681,BALKRISIND25APR2800PE,BALKRISIND,175.6,09-Apr-2025,2800.0000,0.0500,300,SO,PE,SO,BFO,BLKIOPT,BLKI
831764,SAIL25FEB147.5CE,SAIL,0.05,13-Feb-2025,147.5000,0.0500,4000,SO,CE,SO,BFO,SAILOPT,SAIL
823548,SENSEX25FEB79500CE,SENSEX,771.9,25-Feb-2025,79500.0000,0.0500,20,IO,CE,IO,BFO,BSXOPT,BSX
855478,BHARATFORG25MAR1040PE,BHARATFORG,3.6,13-Mar-2025,1040.0000,0.0500,500,SO,PE,SO,BFO,BHFLOPT,BHFL
833809,VBL25FEB620CE,VBL,0.45,13-Feb-2025,620.0000,0.0500,875,SO,CE,SO,BFO,VABLOPT,VABL
824064,SENSEX25FEB76800CE,SENSEX,1694.35,25-Feb-2025,76800.0000,0.0500,20,IO,CE,IO,BFO,BSXOPT,BSX
828733,DABUR25MAR490CE,DABUR,42.15,13-Mar-2025,490.0000,0.0500,1250,SO,CE,SO,BFO,DABUOPT,DABU
820993,IGL25FEB310CE,IGL,73.75,13-Feb-2025,310.0000,0.0500,1375,SO,CE,SO,BFO,INGLOPT,INGL
1170952,GAIL25FEB182.5PE,GAIL,16.55,13-Feb-2025,182.5000,0.0500,2350,SO,PE,SO,BFO,GAILOPT,GAIL
842418,BANKEX25MAR54900PE,BANKEX,1272.15,25-Mar-2025,54900.0000,0.0500,30,IO,PE,IO,BFO,BKXOPT,BKX
841828,HINDCOPPER25MAR220PE,HINDCOPPER,10.55,13-Mar-2025,220.0000,0.0500,2650,SO,PE,SO,BFO,HINDOPT,HIND
837692,TATACHEM25MAR920PE,TATACHEM,29.25,13-Mar-2025,920.0000,0.0500,550,SO,PE,SO,BFO,TCHMOPT,TCHM
847415,HCLTECH25APR2040CE,HCLTECH,4.75,09-Apr-2025,2040.0000,0.0500,350,SO,CE,SO,BFO,HCLTOPT,HCLT
855773,CYIENT25MAR1580CE,CYIENT,14.9,13-Mar-2025,1580.0000,0.0500,300,SO,CE,SO,BFO,CYTLOPT,CYTL
861223,KEI25MAR3200CE,KEI,749,13-Mar-2025,3200.0000,0.0500,150,SO,CE,SO,BFO,KEILOPT,KEIL
858440,SAIL25APR127.5PE,SAIL,24.55,09-Apr-2025,127.5000,0.0500,4000,SO,PE,SO,BFO,SAILOPT,SAIL
847032,CIPLA25APR1580PE,CIPLA,155.8,09-Apr-2025,1580.0000,0.0500,325,SO,PE,SO,BFO,CIPLOPT,CIPL
838476,ANGELONE25MAR2700PE,ANGELONE,518.85,13-Mar-2025,2700.0000,0.0500,200,SO,PE,SO,BFO,ANOLOPT,ANOL
828190,ICICIPRULI25MAR720PE,ICICIPRULI,114.55,13-Mar-2025,720.0000,0.0500,750,SO,PE,SO,BFO,ICLFOPT,ICLF
851854,APLAPOLLO25APR1420CE,APLAPOLLO,132.45,09-Apr-2025,1420.0000,0.0500,350,SO,CE,SO,BFO,AATLOPT,AATL
843465,SENSEX2521182800CE,SENSEX,42.2,11-Feb-2025,82800.0000,0.0500,20,IO,CE,IO,BFO,BSXOPT,BSX
852622,ANGELONE25APR2500CE,ANGELONE,96.55,09-Apr-2025,2500.0000,0.0500,200,SO,CE,SO,BFO,ANOLOPT,ANOL
833328,BANKBARODA25MAR265CE,BANKBARODA,1,13-Mar-2025,265.0000,0.0500,2925,SO,CE,SO,BFO,BOBLOPT,BOBL
848124,SYNGENE25APR920PE,SYNGENE,165.95,09-Apr-2025,920.0000,0.0500,1000,SO,PE,SO,BFO,SYNGOPT,SYNG
832786,DIVISLAB25MAR5650PE,DIVISLAB,310.9,13-Mar-2025,5650.0000,0.0500,100,SO,PE,SO,BFO,DIVIOPT,DIVI
856398,MRF25MAR109500PE,MRF,1511.8,13-Mar-2025,109500.0000,0.0500,5,SO,PE,SO,BFO,MRFLOPT,MRFL
828880,MOTHERSON25MAR180CE,MOTHERSON,0.1,13-Mar-2025,180.0000,0.0500,3550,SO,CE,SO,BFO,MSSLOPT,MSSL
826582,IPCALAB25MAR1440CE,IPCALAB,35.6,13-Mar-2025,1440.0000,0.0500,650,SO,CE,SO,BFO,IPCAOPT,IPCA
837305,PIIND25FEB3550PE,PIIND,205.15,13-Feb-2025,3550.0000,0.0500,125,SO,PE,SO,BFO,PINDOPT,PIND
843022,SENSEX27JUN81000CE,SENSEX,14191.25,29-Jun-2027,81000.0000,0.0500,20,IO,CE,IO,BFO,BSXOPT,BSX
827164,GAIL25MAR210CE,GAIL,0.35,13-Mar-2025,210.0000,0.0500,2350,SO,CE,SO,BFO,GAILOPT,GAIL
845590,BPCL25MAR250CE,BPCL,16.8,13-Mar-2025,250.0000,0.0500,1800,SO,CE,SO,BFO,BPCLOPT,BPCL
827045,BAJAJFINSV25MAR1680CE,BAJAJFINSV,123.9,13-Mar-2025,1680.0000,0.0500,500,SO,CE,SO,BFO,BAJFOPT,BAJF
827069,PIIND25MAR4050CE,PIIND,2.15,13-Mar-2025,4050.0000,0.0500,125,SO,CE,SO,BFO,PINDOPT,PIND
830420,HINDPETRO25MAR440CE,HINDPETRO,1.15,13-Mar-2025,440.0000,0.0500,2025,SO,CE,SO,BFO,HPCLOPT,HPCL
823663,ADANIENT25FEB2460PE,ADANIENT,208.75,13-Feb-2025,2460.0000,0.0500,300,SO,PE,SO,BFO,ADELOPT,ADEL
822727,OFSS25FEB13750CE,OFSS,0.05,13-Feb-2025,13750.0000,0.0500,50,SO,CE,SO,BFO,OFSSOPT,OFSS
831253,OIL25MAR520CE,OIL,1.95,13-Mar-2025,520.0000,0.0500,1075,SO,CE,SO,BFO,OINLOPT,OINL
852724,SYNGENE25APR820CE,SYNGENE,13.25,09-Apr-2025,820.0000,0.0500,1000,SO,CE,SO,BFO,SYNGOPT,SYNG
1168781,PIIND25FEB4550PE,PIIND,1188.65,13-Feb-2025,4550.0000,0.0500,125,SO,PE,SO,BFO,PINDOPT,PIND
842469,TATAPOWER25MAR355CE,TATAPOWER,13.35,13-Mar-2025,355.0000,0.0500,1350,SO,CE,SO,BFO,TATPOPT,TATP
821634,ASIANPAINT25FEB2280PE,ASIANPAINT,57.85,13-Feb-2025,2280.0000,0.0500,200,SO,PE,SO,BFO,ASPLOPT,ASPL
821774,ADANIENT25FEB2300PE,ADANIENT,105.2,13-Feb-2025,2300.0000,0.0500,300,SO,PE,SO,BFO,ADELOPT,ADEL
825303,MRF25FEB133500CE,MRF,0.1,13-Feb-2025,133500.0000,0.0500,5,SO,CE,SO,BFO,MRFLOPT,MRFL
842079,ABBOTINDIA25FEB31000CE,ABBOTINDIA,0.05,13-Feb-2025,31000.0000,0.0500,20,SO,CE,SO,BFO,ABOTOPT,ABOT
832603,DMART25FEB3700CE,DMART,39.95,13-Feb-2025,3700.0000,0.0500,150,SO,CE,SO,BFO,AVSLOPT,AVSL
855600,M&MFIN25APR235PE,M&MFIN,2.25,09-Apr-2025,235.0000,0.0500,2000,SO,PE,SO,BFO,MFSLOPT,MFSL
1174728,TATAPOWER25FEB440CE,TATAPOWER,0.05,13-Feb-2025,440.0000,0.0500,1350,SO,CE,SO,BFO,TATPOPT,TATP
841556,ONGC25FEB242.5CE,ONGC,10.9,13-Feb-2025,242.5000,0.0500,1925,SO,CE,SO,BFO,ONGCOPT,ONGC
1174633,HINDUNILVR25FEB2460CE,HINDUNILVR,15.8,13-Feb-2025,2460.0000,0.0500,300,SO,CE,SO,BFO,HULLOPT,HULL
841545,INDIGO25MAR5000CE,INDIGO,16.75,13-Mar-2025,5000.0000,0.0500,150,SO,CE,SO,BFO,INALOPT,INAL
2087469,HFCL25FEB80CE,HFCL,14.4,13-Feb-2025,80.0000,0.0500,4150,SO,CE,SO,BFO,HFCLOPT,HFCL
860695,TATAMOTORS25APR640PE,TATAMOTORS,6.05,09-Apr-2025,640.0000,0.0500,550,SO,PE,SO,BFO,TAMOOPT,TAMO
832335,BOSCHLTD25MAR40000PE,BOSCHLTD,9879.05,13-Mar-2025,40000.0000,0.0500,25,SO,PE,SO,BFO,BOSHOPT,BOSH
835259,IGL25MAR380CE,IGL,24.5,13-Mar-2025,380.0000,0.0500,1375,SO,CE,SO,BFO,INGLOPT,INGL
827926,CANBK25MAR103CE,CANBK,1.2,13-Mar-2025,103.0000,0.0500,6750,SO,CE,SO,BFO,CANBOPT,CANB
2285684,CESC25FEB110CE,CESC,22.75,13-Feb-2025,110.0000,0.0500,2925,SO,CE,SO,BFO,CESCOPT,CESC
1173254,ESCORTS25FEB3250PE,ESCORTS,11.9,13-Feb-2025,3250.0000,0.0500,150,SO,PE,SO,BFO,ESCTOPT,ESCT
850293,IGL25APR445CE,IGL,9.4,09-Apr-2025,445.0000,0.0500,1375,SO,CE,SO,BFO,INGLOPT,INGL
834789,BANKBARODA25MAR247.5CE,BANKBARODA,3,13-Mar-2025,247.5000,0.0500,2925,SO,CE,SO,BFO,BOBLOPT,BOBL
1169325,MGL25FEBFUT,MGL,1281.75,13-Feb-2025,-0.0100,0.0500,400,SF,XX,SF,BFO,MNGLFUT,MNGL
843605,SENSEX2521183400CE,SENSEX,27.7,11-Feb-2025,83400.0000,0.0500,20,IO,CE,IO,BFO,BSXOPT,BSX
848632,IOC25APR120CE,IOC,9.05,09-Apr-2025,120.0000,0.0500,4875,SO,CE,SO,BFO,IOCLOPT,IOCL
854086,APOLLOTYRE25APR390CE,APOLLOTYRE,45.75,09-Apr-2025,390.0000,0.0500,1700,SO,CE,SO,BFO,APLTOPT,APLT
852513,LICI25APR870PE,LICI,70.2,09-Apr-2025,870.0000,0.0500,575,SO,PE,SO,BFO,LICLOPT,LICL
823976,SENSEX25FEB82200CE,SENSEX,299.15,25-Feb-2025,82200.0000,0.0500,20,IO,CE,IO,BFO,BSXOPT,BSX
858313,ABBOTINDIA25MAR25750PE,ABBOTINDIA,715.45,13-Mar-2025,25750.0000,0.0500,20,SO,PE,SO,BFO,ABOTOPT,ABOT
840847,NMDC25FEB95CE,NMDC,0.05,13-Feb-2025,95.0000,0.0500,13500,SO,CE,SO,BFO,NMDCOPT,NMDC
827830,COROMANDEL25MAR1920PE,COROMANDEL,202.9,13-Mar-2025,1920.0000,0.0500,350,SO,PE,SO,BFO,COROOPT,CORO
855387,ACC25MAR1740PE,ACC,8.2,13-Mar-2025,1740.0000,0.0500,300,SO,PE,SO,BFO,ACCLOPT,ACCL
858266,AMBUJACEM25APR575PE,AMBUJACEM,48.75,09-Apr-2025,575.0000,0.0500,900,SO,PE,SO,BFO,AMBCOPT,AMBC
847347,APOLLOTYRE25APR530PE,APOLLOTYRE,100.65,09-Apr-2025,530.0000,0.0500,1700,SO,PE,SO,BFO,APLTOPT,APLT
835091,APLAPOLLO25FEB1580PE,APLAPOLLO,98,13-Feb-2025,1580.0000,0.0500,350,SO,PE,SO,BFO,AATLOPT,AATL
852309,IOC25APR140CE,IOC,2.05,09-Apr-2025,140.0000,0.0500,4875,SO,CE,SO,BFO,IOCLOPT,IOCL
826904,ZOMATO25FEB270CE,ZOMATO,0.05,13-Feb-2025,270.0000,0.0500,2000,SO,CE,SO,BFO,ZOMAOPT,ZOMA
1171852,HAL25FEB4200PE,HAL,591.6,13-Feb-2025,4200.0000,0.0500,150,SO,PE,SO,BFO,HIALOPT,HIAL
847720,JSL25APR670PE,JSL,70.1,09-Apr-2025,670.0000,0.0500,775,SO,PE,SO,BFO,JSTLOPT,JSTL
844280,OIL25FEB550PE,OIL,151.35,13-Feb-2025,550.0000,0.0500,1075,SO,PE,SO,BFO,OINLOPT,OINL
835279,HDFCBANK25MAR1820PE,HDFCBANK,143.9,13-Mar-2025,1820.0000,0.0500,550,SO,PE,SO,BFO,HDBKOPT,HDBK
1172380,GODREJPROP25FEB2350CE,GODREJPROP,15.6,13-Feb-2025,2350.0000,0.0500,225,SO,CE,SO,BFO,GPRLOPT,GPRL
843752,BANKEX25MAR62500PE,BANKEX,6552.3,25-Mar-2025,62500.0000,0.0500,30,IO,PE,IO,BFO,BKXOPT,BKX
861495,SENSEX2531878400PE,SENSEX,3558.55,18-Mar-2025,78400.0000,0.0500,20,IO,PE,IO,BFO,BSXOPT,BSX
827200,APLAPOLLO25MAR1740PE,APLAPOLLO,244.75,13-Mar-2025,1740.0000,0.0500,350,SO,PE,SO,BFO,AATLOPT,AATL
859838,ALKEM25APR4750PE,ALKEM,112.15,09-Apr-2025,4750.0000,0.0500,100,SO,PE,SO,BFO,ALKMOPT,ALKM
854413,ABCAPITAL25FEB152.5PE,ABCAPITAL,0.35,13-Feb-2025,152.5000,0.0500,2700,SO,PE,SO,BFO,ABCLOPT,ABCL
1170757,ICICIBANK25FEB1200PE,ICICIBANK,4.45,13-Feb-2025,1200.0000,0.0500,700,SO,PE,SO,BFO,ICICOPT,ICIC
850779,LODHA25APR1300CE,LODHA,38.35,09-Apr-2025,1300.0000,0.0500,450,SO,CE,SO,BFO,LODHOPT,LODH
855381,POLYCAB25APR5500CE,POLYCAB,484.7,09-Apr-2025,5500.0000,0.0500,125,SO,CE,SO,BFO,POLYOPT,POLY
831603,LTTS25MAR5500CE,LTTS,86.6,13-Mar-2025,5500.0000,0.0500,100,SO,CE,SO,BFO,LTTSOPT,LTTS
848720,SENSEX2521173800PE,SENSEX,496.85,11-Feb-2025,73800.0000,0.0500,20,IO,PE,IO,BFO,BSXOPT,BSX
830727,VBL25MAR680CE,VBL,0.8,13-Mar-2025,680.0000,0.0500,875,SO,CE,SO,BFO,VABLOPT,VABL
835217,ABB25MAR7400CE,ABB,17.25,13-Mar-2025,7400.0000,0.0500,125,SO,CE,SO,BFO,ABBLOPT,ABBL
855368,MFSL25APR920PE,MFSL,8.9,09-Apr-2025,920.0000,0.0500,800,SO,PE,SO,BFO,MXFSOPT,MXFS
2084198,RECLTD25FEB400CE,RECLTD,28.35,13-Feb-2025,400.0000,0.0500,1000,SO,CE,SO,BFO,RECLOPT,RECL
844465,CROMPTON25MAR330PE,CROMPTON,7.35,13-Mar-2025,330.0000,0.0500,1800,SO,PE,SO,BFO,CGCLOPT,CGCL
828378,TATAMOTORS25MAR760CE,TATAMOTORS,19.05,13-Mar-2025,760.0000,0.0500,550,SO,CE,SO,BFO,TAMOOPT,TAMO
849170,INDUSTOWER25APR305CE,INDUSTOWER,57.85,09-Apr-2025,305.0000,0.0500,1700,SO,CE,SO,BFO,INFROPT,INFR
856215,ADANIPORTS25APR960CE,ADANIPORTS,159.15,09-Apr-2025,960.0000,0.0500,400,SO,CE,SO,BFO,MPSLOPT,MPSL
840698,SENSEX5025MAR24900CE,SENSEX50,258.25,25-Mar-2025,24900.0000,0.0500,60,IO,CE,IO,BFO,SX50OPT,SX50
849473,ASIANPAINT25APR2460CE,ASIANPAINT,24.15,09-Apr-2025,2460.0000,0.0500,200,SO,CE,SO,BFO,ASPLOPT,ASPL
1172721,INFY25FEB1860CE,INFY,40.4,13-Feb-2025,1860.0000,0.0500,400,SO,CE,SO,BFO,INFYOPT,INFY
825153,ICICIGI25FEB2080CE,ICICIGI,0.05,13-Feb-2025,2080.0000,0.0500,250,SO,CE,SO,BFO,ILGIOPT,ILGI
828123,ATGL25MAR750PE,ATGL,138.7,13-Mar-2025,750.0000,0.0500,775,SO,PE,SO,BFO,ATGLOPT,ATGL
840794,COLPAL25MAR2580PE,COLPAL,41.05,13-Mar-2025,2580.0000,0.0500,175,SO,PE,SO,BFO,COLGOPT,COLG
835409,DELHIVERY25FEB350CE,DELHIVERY,0.5,13-Feb-2025,350.0000,0.0500,1525,SO,CE,SO,BFO,DELLOPT,DELL
